date,round,venue,championDataId,squiggleId,playerGuernsey,teamAbbr,position,givenName,surname,disposalLine
29/06/2024,16,SCG,CD_I1013133,12865,16,SYD,INT,Braeden,Campbell,
29/06/2024,16,SCG,CD_I1013409,12853,17,SYD,HFFL,James,Jordon,
29/06/2024,16,SCG,CD_I1013128,12864,21,SYD,WR,Errol,Gulden,
29/06/2024,16,SCG,CD_I1006028,12699,22,SYD,CHB,Nick,Blakey,
29/06/2024,16,SCG,CD_I290307,12148,24,SYD,BPL,Dane,Rampe,
29/06/2024,16,SCG,CD_I1011936,12711,27,SYD,WL,Justin,McInerney,
29/06/2024,16,SCG,CD_I1008198,12634,30,SYD,FB,Tom,McCartin,
29/06/2024,16,SCG,CD_I1024057,13157,33,SYD,SUB,Caiden,Cleary,
29/06/2024,16,SCG,CD_I1008091,12847,36,SYD,FF,Joel,Amartey,
29/06/2024,16,SCG,CD_I291848,12515,42,SYD,EMERG,Robbie,Fox,
29/06/2024,16,SCG,CD_I996743,12533,43,SYD,BPR,Lewis,Melican,
29/06/2024,16,SCG,CD_I295342,12275,44,SYD,HBFR,Jake,Lloyd,
29/06/2024,16,SCG,CD_I1021200,13066,46,SYD,EMERG,Lachlan,McAndrew,
30/06/2024,16,Marvel Stadium,CD_I1001299,12696,1,PORT,C,Connor,Rozee,
30/06/2024,16,Marvel Stadium,CD_I1004998,12581,4,PORT,FPR,Todd,Marshall,
30/06/2024,16,Marvel Stadium,CD_I994295,12503,5,PORT,CHB,Dan,Houston,
30/06/2024,16,Marvel Stadium,CD_I1002253,12671,6,PORT,HBFR,Kane,Farrell,
30/06/2024,16,Marvel Stadium,CD_I1017078,12962,8,PORT,BPR,Josh,Sinn,
30/06/2024,16,Marvel Stadium,CD_I1006121,12693,9,PORT,R,Zak,Butters,
30/06/2024,16,Marvel Stadium,CD_I250365,11591,10,PORT,INT,Travis,Boak,
30/06/2024,16,Marvel Stadium,CD_I298111,12557,11,PORT,FF,Jeremy,Finlayson,
30/06/2024,16,Marvel Stadium,CD_I1009191,12868,14,PORT,WL,Miles,Bergman,
30/06/2024,16,Marvel Stadium,CD_I294318,12155,16,PORT,INT,Ollie,Wines,
30/06/2024,16,Marvel Stadium,CD_I1011640,12955,18,PORT,RR,Jason,Horne-Francis,
30/06/2024,16,Marvel Stadium,CD_I1010174,12770,19,PORT,FPL,Mitch,Georgiades,
30/06/2024,16,Marvel Stadium,CD_I294469,12442,21,PORT,FB,Aliir,Aliir,
30/06/2024,16,Marvel Stadium,CD_I1009195,12920,23,PORT,EMERG,Dylan,Williams,
30/06/2024,16,Marvel Stadium,CD_I992330,12890,24,PORT,RK,Jordon,Sweet,
30/06/2024,16,Marvel Stadium,CD_I1004034,12757,25,PORT,BPL,Brandon,Zerk-Thatcher,
30/06/2024,16,Marvel Stadium,CD_I1000972,12694,28,PORT,WR,Willem,Drew,
30/06/2024,16,Marvel Stadium,CD_I1012881,13056,30,PORT,INT,Ollie,Lord,
30/06/2024,16,Marvel Stadium,CD_I991930,12429,33,PORT,CHF,Darcy,Byrne-Jones,
30/06/2024,16,Marvel Stadium,CD_I1011583,12883,34,PORT,HBFL,Lachie,Jones,
30/06/2024,16,Marvel Stadium,CD_I1029262,,36,PORT,SUB,Will,Lorenz,
30/06/2024,16,Marvel Stadium,CD_I1017128,13074,38,PORT,EMERG,Dante,Visentini,
30/06/2024,16,Marvel Stadium,CD_I1004819,12925,41,PORT,EMERG,Jed,McEntee,
30/06/2024,16,Marvel Stadium,CD_I999824,12657,42,PORT,HFFR,Quinton,Narkle,
30/06/2024,16,Marvel Stadium,CD_I1019938,13155,43,PORT,INT,Logan,Evans,
30/06/2024,16,Marvel Stadium,CD_I1005326,12952,44,PORT,HFFL,Jackson,Mead,
30/06/2024,16,Marvel Stadium,CD_I1002227,12616,1,STK,FPL,Jack,Higgins,
30/06/2024,16,Marvel Stadium,CD_I1023270,12968,2,STK,C,Marcus,Windhager,
30/06/2024,16,Marvel Stadium,CD_I991988,12294,3,STK,EMERG,Zak,Jones,
30/06/2024,16,Marvel Stadium,CD_I293846,12138,6,STK,EMERG,Sebastian,Ross,
30/06/2024,16,Marvel Stadium,CD_I1015507,12947,7,STK,CHB,Nasiah,Wanganeen-Milera,
30/06/2024,16,Marvel Stadium,CD_I295584,12066,8,STK,WL,Bradley,Hill,
30/06/2024,16,Marvel Stadium,CD_I296205,12377,9,STK,RR,Jack,Steele,
30/06/2024,16,Marvel Stadium,CD_I1023272,12945,10,STK,HFFR,Mitch,Owens,
30/06/2024,16,Marvel Stadium,CD_I1002264,12593,11,STK,R,Hunter,Clark,
30/06/2024,16,Marvel Stadium,CD_I1006143,12771,12,STK,FF,Max,King,
30/06/2024,16,Marvel Stadium,CD_I1011994,12804,13,STK,EMERG,Ryan,Byrnes,
30/06/2024,16,Marvel Stadium,CD_I1002256,12589,15,STK,INT,Paddy,Dow,
30/06/2024,16,Marvel Stadium,CD_I992374,12498,16,STK,HFFL,Dan,Butler,
30/06/2024,16,Marvel Stadium,CD_I992468,12572,19,STK,RK,Rowan,Marshall,
30/06/2024,16,Marvel Stadium,CD_I1027875,13109,22,STK,INT,Darcy,Wilson,
30/06/2024,16,Marvel Stadium,CD_I1005988,12831,23,STK,CHF,Liam,Henry,
30/06/2024,16,Marvel Stadium,CD_I998134,12565,26,STK,BPL,Josh,Battle,
30/06/2024,16,Marvel Stadium,CD_I1024279,13153,27,STK,INT,Arie,Schoenmaker,
30/06/2024,16,Marvel Stadium,CD_I290757,12194,29,STK,BPR,Jimmy,Webster,
30/06/2024,16,Marvel Stadium,CD_I295340,12321,32,STK,WR,Mason,Wood,
30/06/2024,16,Marvel Stadium,CD_I994389,12337,35,STK,HBFR,Jack,Sinclair,
30/06/2024,16,Marvel Stadium,CD_I994599,12492,36,STK,HBFL,Riley,Bonner,
30/06/2024,16,Marvel Stadium,CD_I290246,12103,38,STK,INT,Tom,Campbell,
30/06/2024,16,Marvel Stadium,CD_I1018018,12930,43,STK,SUB,Cooper,Sharman,
30/06/2024,16,Marvel Stadium,CD_I296422,12701,44,STK,FB,Callum,Wilkie,
30/06/2024,16,Marvel Stadium,CD_I1023784,13041,47,STK,FPR,Anthony,Caminiti,
30/06/2024,16,MCG,CD_I1021353,13028,2,CARL,BPL,Lachlan,Cowan,
30/06/2024,16,MCG,CD_I1017700,12991,3,CARL,EMERG,Jesse,Motlop,
30/06/2024,16,MCG,CD_I1023495,13029,4,CARL,WL,Oliver,Hollands,
30/06/2024,16,MCG,CD_I1002239,12610,5,CARL,R,Adam,Cerra,
30/06/2024,16,MCG,CD_I294685,12181,6,CARL,HFFR,Zac,Williams,
30/06/2024,16,MCG,CD_I1001398,12463,7,CARL,INT,Matthew,Kennedy,
30/06/2024,16,MCG,CD_I1002228,12604,8,CARL,HFFL,Lachie,Fogarty,
30/06/2024,16,MCG,CD_I990704,12269,9,CARL,C,Patrick,Cripps,
30/06/2024,16,MCG,CD_I1000953,12575,10,CARL,CHF,Harry,McKay,
30/06/2024,16,MCG,CD_I297255,12415,11,CARL,CHB,Mitch,McGovern,
30/06/2024,16,MCG,CD_I1004912,12681,12,CARL,EMERG,Tom,De Koning,
30/06/2024,16,MCG,CD_I296294,12282,13,CARL,WR,Blake,Acres,
30/06/2024,16,MCG,CD_I296334,12308,14,CARL,INT,Orazio,Fantasia,
30/06/2024,16,MCG,CD_I1009241,12938,17,CARL,BPR,Brodie,Kemp,
30/06/2024,16,MCG,CD_I1006094,12685,18,CARL,RR,Sam,Walsh,
30/06/2024,16,MCG,CD_I1012862,13017,20,CARL,FPL,Elijah,Hollands,
30/06/2024,16,MCG,CD_I298302,12376,22,CARL,EMERG,Caleb,Marchbank,
30/06/2024,16,MCG,CD_I993832,12410,23,CARL,FB,Jacob,Weitering,
30/06/2024,16,MCG,CD_I297907,12517,24,CARL,HBFR,Nic,Newman,
30/06/2024,16,MCG,CD_I298290,12424,27,CARL,RK,Marc,Pittonet,
30/06/2024,16,MCG,CD_I294036,12417,29,CARL,SUB,George,Hewett,
30/06/2024,16,MCG,CD_I996731,12428,30,CARL,FF,Charlie,Curnow,
30/06/2024,16,MCG,CD_I1002795,12965,37,CARL,INT,Jordan,Boyd,
30/06/2024,16,MCG,CD_I1016268,13057,39,CARL,FPR,Alex,Cincotta,
30/06/2024,16,MCG,CD_I295461,12330,42,CARL,HBFL,Adam,Saad,
30/06/2024,16,MCG,CD_I1013973,12842,44,CARL,INT,Matthew,Owies,
30/06/2024,16,MCG,CD_I294674,12180,1,RICH,FB,Nick,Vlastuin,
30/06/2024,16,MCG,CD_I290847,11801,4,RICH,FPR,Dustin,Martin,
30/06/2024,16,MCG,CD_I1000223,12668,7,RICH,C,Liam,Baker,
30/06/2024,16,MCG,CD_I1011985,12904,13,RICH,WL,Hugo,Ralphsmith,
30/06/2024,16,MCG,CD_I998172,12512,14,RICH,R,Tim,Taranto,
30/06/2024,16,MCG,CD_I992049,12425,15,RICH,INT,Jayden,Short,
30/06/2024,16,MCG,CD_I1000981,12409,17,RICH,HBFR,Daniel,Rioli,
30/06/2024,16,MCG,CD_I1006030,12861,20,RICH,FPL,Jacob,Koschitzke,
30/06/2024,16,MCG,CD_I1002245,12686,21,RICH,FF,Noah,Balta,
30/06/2024,16,MCG,CD_I993903,12447,22,RICH,RR,Jacob,Hopper,
30/06/2024,16,MCG,CD_I298174,12379,25,RICH,RK,Toby,Nankervis,
30/06/2024,16,MCG,CD_I1009226,12836,27,RICH,EMERG,Thomson,Dow,
30/06/2024,16,MCG,CD_I1019916,13122,28,RICH,INT,Kane,McAuliffe,
30/06/2024,16,MCG,CD_I993993,12542,29,RICH,CHF,Shai,Bolton,
30/06/2024,16,MCG,CD_I1017086,13097,30,RICH,CHB,Tom,Brown,
30/06/2024,16,MCG,CD_I1008478,12884,31,RICH,HFFR,Rhyan,Mansell,
30/06/2024,16,MCG,CD_I294592,12324,33,RICH,WR,Kamdyn,McIntosh,
30/06/2024,16,MCG,CD_I990827,12584,34,RICH,INT,Jack,Graham,
30/06/2024,16,MCG,CD_I295203,12464,35,RICH,HBFL,Nathan,Broad,
30/06/2024,16,MCG,CD_I1009308,12994,38,RICH,EMERG,Noah,Cumberland,
30/06/2024,16,MCG,CD_I1017114,13015,40,RICH,INT,Tyler,Sonsie,
30/06/2024,16,MCG,CD_I1013197,13076,41,RICH,SUB,Sam,Banks,
30/06/2024,16,MCG,CD_I1023275,13100,44,RICH,HFFL,Seth,Campbell,
30/06/2024,16,MCG,CD_I1002403,12940,46,RICH,BPR,Ben,Miller,
30/06/2024,16,MCG,CD_I1022999,13150,49,RICH,EMERG,Kaleb,Smith,
30/06/2024,16,MCG,CD_I1013229,,51,RICH,BPL,Jacob,Blight,
30/06/2024,16,Optus Stadium,CD_I1000963,12585,1,HAW,SUB,Harry,Morrison,
30/06/2024,16,Optus Stadium,CD_I1020895,12913,3,HAW,RR,Jai,Newcombe,
30/06/2024,16,Optus Stadium,CD_I296254,12245,4,HAW,BPL,Jarman,Impey,
30/06/2024,16,Optus Stadium,CD_I1002222,12626,5,HAW,INT,James,Worpel,
30/06/2024,16,Optus Stadium,CD_I297566,12342,6,HAW,CHB,James,Sicily,
30/06/2024,16,Optus Stadium,CD_I293738,12124,8,HAW,FB,Sam,Frost,
30/06/2024,16,Optus Stadium,CD_I998390,12753,9,HAW,R,Changkuoth,Jiath,
30/06/2024,16,Optus Stadium,CD_I297354,12365,10,HAW,HBFL,Karl,Amon,
30/06/2024,16,Optus Stadium,CD_I1007124,12678,11,HAW,C,Conor,Nash,
30/06/2024,16,Optus Stadium,CD_I1008550,12794,12,HAW,HBFR,Will,Day,
30/06/2024,16,Optus Stadium,CD_I1006314,12710,13,HAW,WR,Dylan,Moore,
30/06/2024,16,Optus Stadium,CD_I998114,12571,14,HAW,BPR,Jack,Scrimshaw,
30/06/2024,16,Optus Stadium,CD_I993794,12477,15,HAW,FPR,Blake,Hardwick,
30/06/2024,16,Optus Stadium,CD_I1005144,12999,16,HAW,INT,Massimo,D'Ambrosio,
30/06/2024,16,Optus Stadium,CD_I1000980,12854,17,HAW,RK,Lloyd,Meek,
30/06/2024,16,Optus Stadium,CD_I994077,12491,18,HAW,FF,Mabior,Chol,
30/06/2024,16,Optus Stadium,CD_I291351,11854,19,HAW,CHF,Jack,Gunston,
30/06/2024,16,Optus Stadium,CD_I1027935,13059,23,HAW,INT,Josh,Weddle,
30/06/2024,16,Optus Stadium,CD_I1017110,12954,25,HAW,EMERG,Josh,Ward,
30/06/2024,16,Optus Stadium,CD_I1023482,13039,28,HAW,WL,Cam,Mackenzie,
30/06/2024,16,Optus Stadium,CD_I1017091,13022,29,HAW,EMERG,Jai,Serong,
30/06/2024,16,Optus Stadium,CD_I1017094,12953,31,HAW,INT,Connor,Macdonald,
30/06/2024,16,Optus Stadium,CD_I1009421,12846,32,HAW,EMERG,Finn,Maginness,
30/06/2024,16,Optus Stadium,CD_I1012857,12928,33,HAW,FPL,Jack,Ginnivan,
30/06/2024,16,Optus Stadium,CD_I1023473,13103,34,HAW,HFFL,Nick,Watson,
30/06/2024,16,Optus Stadium,CD_I1032100,13137,35,HAW,HFFR,Calsher,Dear,
30/06/2024,16,Optus Stadium,CD_I1004364,12607,1,WCE,FPL,Liam,Ryan,
30/06/2024,16,Optus Stadium,CD_I996554,12609,2,WCE,CHF,Jake,Waterman,
30/06/2024,16,Optus Stadium,CD_I290801,11909,3,WCE,EMERG,Andrew,Gaff,
30/06/2024,16,Optus Stadium,CD_I994385,12433,5,WCE,WR,Jayden,Hunt,
30/06/2024,16,Optus Stadium,CD_I292128,12093,6,WCE,RR,Elliot,Yeo,
30/06/2024,16,Optus Stadium,CD_I1023025,13032,7,WCE,INT,Reuben,Ginbey,
30/06/2024,16,Optus Stadium,CD_I1023492,13112,9,WCE,R,Harley,Reid,
30/06/2024,16,Optus Stadium,CD_I1013511,12860,10,WCE,HFFL,Tyler,Brockman,
30/06/2024,16,Optus Stadium,CD_I295898,12605,11,WCE,INT,Tim,Kelly,
30/06/2024,16,Optus Stadium,CD_I1004385,12662,12,WCE,FF,Oscar,Allen,
30/06/2024,16,Optus Stadium,CD_I298268,12340,14,WCE,HBFL,Liam,Duggan,
30/06/2024,16,Optus Stadium,CD_I290826,11942,15,WCE,HFFR,Jamie,Cripps,
30/06/2024,16,Optus Stadium,CD_I1017057,13033,18,WCE,WL,Campbell,Chesser,
30/06/2024,16,Optus Stadium,CD_I1023167,12958,19,WCE,HBFR,Brady,Hough,
30/06/2024,16,Optus Stadium,CD_I294859,12279,20,WCE,CHB,Jeremy,McGovern,
30/06/2024,16,Optus Stadium,CD_I998128,12554,23,WCE,BPR,Alex,Witherden,
30/06/2024,16,Optus Stadium,CD_I993902,12869,25,WCE,RK,Matt,Flynn,
30/06/2024,16,Optus Stadium,CD_I290838,11908,27,WCE,FPR,Jack,Darling,
30/06/2024,16,Optus Stadium,CD_I993820,12454,28,WCE,INT,Tom,Cole,
30/06/2024,16,Optus Stadium,CD_I998791,12645,31,WCE,C,Jamaine,Jones,
30/06/2024,16,Optus Stadium,CD_I1006114,12837,32,WCE,INT,Bailey J.,Williams,
30/06/2024,16,Optus Stadium,CD_I997823,12709,35,WCE,BPL,Josh,Rotham,
30/06/2024,16,Optus Stadium,CD_I990290,12391,37,WCE,FB,Tom,Barrass,
30/06/2024,16,Optus Stadium,CD_I1029416,13071,41,WCE,SUB,Ryan,Maric,
30/06/2024,16,Optus Stadium,CD_I1011437,12812,42,WCE,EMERG,Harry,Edwards,
30/06/2024,16,Optus Stadium,CD_I1036098,13152,44,WCE,EMERG,Jack,Hutchinson,
