Date,Track,Race Name,Race,Market,Selection_ID,TAB_Number,Runner_Name,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value,,,
5/01/2024,Boort,R6 1900m Pace M,6,223162531,44365329,3,VICTORY GEORGE,4.77,1,7.5,1,3.3,0.076310273,,,
5/01/2024,Boort,R6 1900m Pace M,6,223162531,50530141,7,SEA FLYER,4.16,0,5.38,0,2.58,0.054511009,,,
5/01/2024,Boort,R6 1900m Pace M,6,223162531,52967304,5,MAXY WANTS TO PLAY,4.05,0,2.94,1,1.7,-0.093222474,,,
5/01/2024,Boort,R6 1900m Pace M,6,223162531,56331339,1,PARIS ABBIE,12.8,0,11,0,5.3,-0.012784091,,,
5/01/2024,Boort,R7 2250m Pace M,7,223162533,6481713,3,SWISS LIGHTNING,12.68,0,24,0,3.35,0.037197687,,,
5/01/2024,Boort,R7 2250m Pace M,7,223162533,10670580,4,KEMPSEYS DELIGHT,12.66,0,150.34,0,15.5,0.072337352,,,
5/01/2024,Boort,R7 2250m Pace M,7,223162533,35500385,6,ITS A GOOD FEELING,14.6,0,75,0,6.2,0.055159817,,,
5/01/2024,Boort,R7 2250m Pace M,7,223162533,38014129,1,THELONGROADNOWHERE,3.82,1,2.17,1,1.24,-0.199049388,,,
5/01/2024,Boort,R7 2250m Pace M,7,223162533,44736999,5,BARACK ENOBRAC,6.08,0,5.73,1,1.57,-0.010046386,,,
5/01/2024,Boort,R7 2250m Pace M,7,223162533,64368291,8,COMMUNITY ART,6.21,0,3.29,1,1.39,-0.142920772,,,
5/01/2024,Boort,R7 2250m Pace M,7,223162533,64521138,2,FRED NED,11.97,0,151.28,0,7.4,0.07693193,,,
5/01/2024,Boort,R7 2250m Pace M,7,223162533,64521139,7,SURFIN AT MIDNIGHT,9.69,0,40.81,0,5.2,0.078695376,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,9140527,6,IRISHMURPHY,25.92,0,180,0,29,0.033024691,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,21820555,8,ABBEY FIELDS,5.09,0,7.58,0,2.32,0.064537533,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,24416761,4,DREAM ASSET,10.19,0,3.51,0,1.74,-0.186764858,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,27408262,3,FRAGMENTAL,11.39,0,13.07,1,3.73,0.011285218,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,38629266,5,HAND WRITER,12.68,0,28.06,0,5.2,0.043226435,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,40685992,10,REDBANK MOLLY,4.74,0,4.54,0,1.67,-0.009293853,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,41763020,1,STELLAR QUEEN,20.69,0,55,0,9,0.03015071,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,45368176,7,ROLLING REMONA,13.55,0,32.33,1,5.2,0.042869714,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,54975051,2,SHES GOING PLACES,13.17,0,70,0,8.2,0.06164443,,,
5/01/2024,Boort,R8 1900m Pace M,8,223162535,62033157,11,HY FILANTE,10.95,1,6.17,1,2.22,-0.070750353,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,1411355,5,WAR CLUB,10.05,0,12.99,0,,0.022520193,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,10887039,9,TWENTYNINE TWELVE,15.97,0,42,0,,0.038807884,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,17101785,1,IM LOKI,5.01,0,10.99,0,,0.108608988,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,26138536,7,PREACHERS DAUGHTER,21.91,0,8.44,0,,-0.072842153,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,28092141,3,MILLIONDOLLAR KISS,26.01,0,6.45,1,,-0.116592008,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,35533365,6,DON HESTON,5.78,0,5,0,,-0.026989619,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,36120678,8,VANISH HANOVER,9.16,0,13.31,0,,0.034038826,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,38382000,2,EARSTAGRIN,9.42,0,6.01,1,,-0.060232239,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,38382001,4,PREACHER QUINCE,14.94,1,11.45,1,,-0.02040184,,,
5/01/2024,Dubbo,R1 1720m Pace M,1,223166815,45329434,10,FRONTIER,10.1,0,12.38,0,,0.018234457,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,38554982,3,ROCK RUBY ROCK,4.39,0,10.47,1,,0.132279449,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,42202343,6,JIGGLE ART,57.6,0,492.43,0,,0.015330366,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,51937117,9,BORROWED TIME,13.7,0,10.27,0,,-0.024378283,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,57196052,7,FIFTY THREE STARS,25.66,0,42.52,0,,0.015452817,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,58719582,2,BELLAGANOOSH,11.27,0,3.9,1,,-0.167679112,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,59095150,1,NOVA JO,3.49,0,6.44,0,,0.131253448,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,63908550,4,MARVELLOUS MAC,8.24,1,6.64,1,,-0.029243186,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,64547757,5,BARLOR HEAVEN,9.09,0,9.21,0,,0.001433368,,,
5/01/2024,Dubbo,R2 1720m Pace M,2,223166817,64547758,8,TULHURST ELVIS,27.7,0,26,0,,-0.002360455,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,108001,5,MEMPHIS,20.43,0,266.09,0,,0.045189499,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,13904008,6,ROLL THE SEVEN,11.78,0,23.8,0,,0.042872837,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,25181981,7,IM ALRITE,15.73,0,13.82,0,,-0.008786109,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,25267894,9,BABY BEE MINE,19.8,0,36,1,,0.022727273,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,28300698,1,CALA GRECA,13.16,0,4.35,0,,-0.153897216,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,37302026,8,DANCE BABY DANCE,7.21,1,4.96,1,,-0.062916648,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,38417429,2,JESSEJAMES SHANNON,6.25,0,6.58,1,,0.008024316,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,42140296,4,WILLIES DOLLAR,4.53,0,9.6,0,,0.116583885,,,
5/01/2024,Dubbo,R3 1720m Pace M,3,223166819,51616565,3,SERENE PRINCESS,6.37,0,16.35,0,,0.095823792,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,41553177,5,JUSTADIVA,37.45,0,97.31,0,,0.016425834,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,43896184,9,FAYS DELIGHT,15.96,1,7.62,1,,-0.068576954,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,44994962,4,MY LUCKY ROCK,7.42,0,10.5,1,,0.039532794,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,55784722,2,FEISTYLITTLEMOUSE,10.32,0,14.7,0,,0.028872014,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,57115723,6,CHLOES SHADOW,19.39,0,59.03,0,,0.034632437,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,57570186,7,GINA DEL RAY,2.91,0,2.4,0,,-0.073024055,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,58883827,10,THE ACCIDENTAL ONE,12.63,0,19.41,0,,0.027656729,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,62136010,1,AVENTINE HILL,10.18,0,8,1,,-0.026768173,,,
5/01/2024,Dubbo,R4 2120m Pace M,4,223166821,64547759,3,OUR STRATEGIC MISS,9.38,0,87.88,0,,0.095230655,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,921741,6,POTTER,10.12,0,92.07,0,,0.087952928,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,24645516,1,YES YOU MAY,16.52,0,24,1,,0.018866021,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,27973259,3,THE DANCER,16.49,0,16.07,1,,-0.00158494,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,28143521,2,SPEED DIAL,10.4,1,4.51,1,,-0.125575644,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,38447289,10,MENDOZA LASS,10,0,14,0,,0.028571429,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,43509967,9,RIPPIN RUPERT,7.89,0,5.4,0,,-0.058442473,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,45910451,7,ODINS BLACK CROWS,20.11,0,24.15,0,,0.008318637,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,49950482,4,BLING THE LUCK,11.53,0,21.95,0,,0.041172182,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,56528806,5,SCRUFFY MOTO,9.27,0,10.33,0,,0.011069444,,,
5/01/2024,Dubbo,R5 1720m Pace M,5,223166823,56948495,8,LINE ME UP BRO,4.7,0,6,0,,0.046099291,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,10508765,10,MANHATTAN ISLAND,9.9,0,15.47,0,,0.03636886,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,11014066,3,MAJOR JAMANE,7.03,0,5.56,1,,-0.037608604,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,12955311,9,MACH CHARM,10.54,0,10.03,0,,-0.004824237,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,23795321,1,CARIBBEAN PAT,9.45,0,11.45,0,,0.018483861,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,26337161,2,JILLIBY GIZMO,10.54,0,23.8,1,,0.052859854,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,36201134,7,WATCH AND WEEP,14.88,0,12.67,0,,-0.011722297,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,39528425,8,CHOC A BLOCK,24.15,0,24.32,0,,0.000289446,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,40685998,5,KUDOS MASON,14.38,0,36.88,0,,0.042426062,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,41151978,6,WHATABOUTBRONSON,18.26,0,55,0,,0.036582694,,,
5/01/2024,Dubbo,R6 1720m Pace M,6,223166825,41161050,4,SAFE JEWELS,4.38,1,2.75,1,,-0.135325861,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,7164232,9,MIDNIGHT TERROR,18.51,0,200,0,,0.049024851,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,47694373,6,SAUCEY TOOTH,10.87,0,19,0,,0.039364741,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,52206695,2,LLANFAIR ADELINE,24.27,0,284.96,0,,0.037693867,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,62188739,3,MISSUS GONE,11.95,0,8.2,0,,-0.038269211,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,63085738,5,MISS BLUE STORK,16.43,0,7.8,1,,-0.067340856,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,63417581,7,MY DEFENCE,11.74,0,42.33,0,,0.061554968,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,64547760,1,ONE STUNIN MELODY,27.81,0,130,0,,0.028265981,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,64547761,4,DREAMTIME NALA,2.44,1,1.84,1,,-0.133642195,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,64547762,8,DUSTY MUSTER,11.6,0,39.43,1,,0.060845497,,,
5/01/2024,Dubbo,R7 1720m Pace M,7,223166827,64547763,10,KARLOO DEEZER,19.81,0,10.34,0,,-0.046232243,,,
5/01/2024,Melton,R1 1720m Pace M,1,223162538,3577794,5,SHEVCHENKO,3.56,0,4.32,1,1.88,0.049417395,,,
5/01/2024,Melton,R1 1720m Pace M,1,223162538,55287717,6,MAGOMEDOV,2.56,0,5.1,0,2.14,0.194546569,,,
5/01/2024,Melton,R1 1720m Pace M,1,223162538,63666294,7,THESTATESMAN,7.53,1,1.73,1,1.31,-0.445232557,,,
5/01/2024,Melton,R1 1720m Pace M,1,223162538,63666327,4,DEWDROPS,13.26,0,109.97,0,24,0.066321392,,,
5/01/2024,Melton,R1 1720m Pace M,1,223162538,64521234,2,LOU EASYANA,20.61,0,76.67,0,10,0.035477225,,,
5/01/2024,Melton,R1 1720m Pace M,1,223162538,64521235,3,ANAKIN,13.85,0,28.37,0,8.2,0.036953664,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,13579994,6,OSCAR BRAVO,14.84,0,21,0,5.09,0.019766397,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,19796679,2,AUNTY BESSY,45.02,0,62.27,0,10.05,0.006153253,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,22954616,1,SILVER DOMINO,26.03,0,36.41,0,6.31,0.010952229,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,23156802,3,MY ULTIMATE ROMEO,11.87,0,19.74,0,4.89,0.033587437,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,25190406,5,MICTON MOUSE,14.63,0,4.1,1,1.84,-0.175549739,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,28339094,8,SIR ROMAN,22.57,0,16.41,0,5.3,-0.01663185,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,48199464,11,PRECIOUS BELLE,17.06,0,26.14,0,5.7,0.0203611,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,48873076,10,CHEROKEE JAC,4.21,1,2.9,1,1.43,-0.107297895,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,50582113,4,AS SHE SAYS,29.25,0,650,1,44,0.032649573,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,54672005,9,ROCKNROLL GRONK,7.31,0,8,0,2.68,0.011798906,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,64521237,12,SNAZOLA,19.53,0,48,0,9.56,0.030369944,,,
5/01/2024,Melton,R2 2240m Pace M,2,223162541,64521238,13,JOHN VINCENT,6.39,0,38.59,0,7.2,0.130581074,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,7256512,2,GOOD FEELINGS,15.72,0,49.64,0,7.4,0.043468187,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,17494537,1,AUSSIEPRIDE,8.23,1,4.36,1,1.7,-0.107851115,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,20274590,6,LENARD ESS,11.81,0,111.02,0,15.85,0.075666619,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,28385497,8,BONA KHAN,18.34,0,38,0,5.4,0.028209838,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,37922975,5,ILLAWONG DANNY,11.99,0,27,1,4.4,0.046365799,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,44390146,9,ARCHAA,24.22,0,53.57,1,7.2,0.022621027,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,50740820,3,WICHITA KANSAS,3.69,0,6,0,1.89,0.104336043,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,51637264,4,HEY GOYOUGOODTHING,16.6,0,3.2,0,1.7,-0.252259036,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,53487688,7,BULLETPROOF KID,7.39,0,35.76,0,5.82,0.107353791,,,
5/01/2024,Melton,R3 1720m Pace M,3,223162544,64521239,11,SOMEBEACHDREAMIN,11.88,0,10.23,0,2.68,-0.013576626,,,
5/01/2024,Melton,R4 1720m Trot M,4,223162547,18849499,5,DO YA WANNA DONNA,10.66,0,134.03,0,40,0.086347614,,,
5/01/2024,Melton,R4 1720m Trot M,4,223162547,27551130,3,SHEZA CHOCOLATIER,8.7,0,10.85,1,4.05,0.02277663,,,
5/01/2024,Melton,R4 1720m Trot M,4,223162547,28347929,2,SURPRISE TO ME,8.11,0,36,0,8.85,0.095526784,,,
5/01/2024,Melton,R4 1720m Trot M,4,223162547,39008249,6,JAHBELLA,3.69,0,2.75,0,1.54,-0.092633654,,,
5/01/2024,Melton,R4 1720m Trot M,4,223162547,44712243,7,MAORI FRANKLIN,4.14,1,2.6,1,1.57,-0.143069491,,,
5/01/2024,Melton,R4 1720m Trot M,4,223162547,44941133,4,MACHO MAORI,14.34,0,21.09,0,7.4,0.02231917,,,
5/01/2024,Melton,R4 1720m Trot M,4,223162547,55494455,1,ROMANTIC NINA,11.7,0,15.29,0,5.31,0.020067862,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,4921030,10,BALTIC SPIRIT,59.31,0,31.83,0,6.64,-0.014556339,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,11405673,6,CORK,20.95,0,7.42,0,3.1,-0.087038193,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,24900370,2,BLACK AND GOLD,10.45,1,12.97,1,3.25,0.018592778,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,25751048,1,ABITOFADREAMER,6.9,0,4.19,0,1.71,-0.093735948,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,26237307,5,CHARLIE WALKER,7.2,0,6.2,1,2.1,-0.022401434,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,28318463,4,FLING IT RAINBOW,45.06,0,24.65,0,7,-0.018375319,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,40297452,8,ALFIE ALWAYS,29.69,0,39.25,0,8.31,0.008203667,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,50530117,7,SKEW WHIFF,4.01,0,11.94,0,4.01,0.165624465,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,51011307,3,DESERT ASSASSIN,7,0,4.5,1,1.74,-0.079365079,,,
5/01/2024,Melton,R5 2240m Trot M,5,223162550,58314316,9,TINEY,9.3,0,78.47,0,12,0.094783158,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,8987403,5,LOVE INA CHEVY,25.36,0,25.89,0,7.56,0.000807225,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,12940792,9,IM SHADOW BOXER,31.86,0,33.84,0,6.4,0.001836492,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,19187449,8,HUGO ROCKS,24.34,0,11.52,0,3.55,-0.045720921,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,24141268,12,JEREMY WELLS,9.64,0,9.42,0,3.54,-0.002422673,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,27692649,1,MAJOR MAL,23.5,0,13,1,3.9,-0.034369885,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,28370353,7,MONTANA FLASH,10.16,0,6.8,0,2.67,-0.048633627,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,35818920,11,ARNIES ARMY,10.26,0,4.93,1,2.32,-0.10537387,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,35909464,10,DUFFY HOLLOW,18.23,0,75.23,0,13,0.041562066,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,40272104,6,CAPTAIN WILSON,14.85,1,37.25,1,8,0.04049443,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,49040249,2,HURRIKANE FRANCO,7.06,0,9.6,0,3.4,0.037476393,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,50836103,4,CURYO GENTLEMAN,5.24,0,8.04,0,2.8,0.066461585,,,
5/01/2024,Melton,R6 2240m Pace M,6,223162553,60421872,3,HES OLLY,10.94,0,16.5,0,4.8,0.030801618,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,17114615,8,GOTTAHAVEAHOBBIE,11.52,0,22.98,0,4.4,0.043289455,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,25311205,4,DO NOT SURRENDER,16.11,0,120,0,17,0.053739913,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,25864957,7,GILTY BY THE BEACH,6.48,0,3.59,1,1.81,-0.124230544,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,28267251,6,WINGATE GUY,10.24,0,26,0,5.1,0.059194712,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,28286689,5,NOMORELYING,14.31,0,6.22,0,1.96,-0.090890502,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,29058654,1,ILLAWONG PHOENIX,7.08,0,17.91,0,3.9,0.085408209,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,36568610,3,BETTER DAY,13.84,1,24.47,1,5.3,0.031387968,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,40061887,2,JILLIBY RIPPA,8.14,0,84.76,0,17.74,0.111052105,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,47591263,11,HEAVENLY BRIGADE,32.09,0,12.23,0,2.85,-0.050603793,,,
5/01/2024,Melton,R7 1720m Pace M,7,223162556,64319492,10,NOTHINGBUTWAVES,6.18,0,3.41,1,1.52,-0.131442834,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,8314592,4,MAJESTIC MOMENT,35.42,0,8.08,0,3.44,-0.095529739,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,44449990,3,THAT OTHER THING,5.92,0,4.01,0,1.68,-0.08045764,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,57150087,10,FLYING FLYNN,11.28,1,17,1,3.75,0.029828953,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64207449,1,IM SHIPPING STEEL,5.16,0,16.41,0,2.94,0.132859997,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64521240,2,EAGLE WHIZZ,24.49,0,36.88,0,6.4,0.013718026,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64521241,5,GUNNY TEE,15,0,8.11,0,2.48,-0.056637896,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64521242,7,DANCING SPIDER,18.1,0,94.59,0,11.42,0.044676677,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64521243,8,ROBERT JOHN,29.37,0,89.36,0,11.6,0.022857659,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64521244,9,IMASOCIALBUTTERFLY,33.77,0,277,0,50,0.026001973,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64521245,11,COLUMBIAS GONZALES,51.05,0,230.12,0,29,0.01524308,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64521246,12,JACKOFALLTRADES,5.15,0,3.65,1,1.58,-0.079797845,,,
5/01/2024,Melton,R8 2240m Trot M,8,223162559,64521247,13,CHU CHITS,12.49,0,43.94,1,7.97,0.057305744,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,166571,2,FELLINI,17.36,0,3.67,1,1.85,-0.214875877,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,39288152,3,STEEL THE MOMENT,6.15,0,6.98,1,2.53,0.01933515,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,59416343,5,BARNY BILL,5.22,0,2.77,0,1.51,-0.169439949,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,64521248,1,BACKBEACH PETER,19.02,0,60.01,0,5.2,0.035912346,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,64521249,4,GOODTIME CRACKER,8.61,0,167.24,0,8.44,0.110164588,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,64521250,6,ROCKSTAR SAINT,13.77,0,57.46,0,9.6,0.05521823,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,64521251,7,JILLIBY SOVEREIGN,12.89,0,24.23,0,3.95,0.036308368,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,64521252,8,RED HOT MIKI,11.74,0,37.16,0,6,0.058268219,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,64521253,10,I BET YOU,10.23,1,5.69,1,1.89,-0.077995214,,,
5/01/2024,Melton,R9 2240m Pace M,9,223162562,64521255,12,NAYOMI,11.57,0,266.51,0,30,0.082678219,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,3560993,8,SPECULATOR,19.38,0,32.52,0,5.92,0.02084928,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,25371526,4,SELF EXCLUSION,6.87,1,12.19,1,2.93,0.063525953,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,30106283,2,KILLARA INSANITY,7.39,0,6.2,0,2.1,-0.025972325,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,36408644,5,ALPHA CRUCIS,18.99,0,9.41,1,2.86,-0.053610631,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,42846446,7,MY ULTIMATE JACKO,2.75,0,3.61,1,1.45,0.086628053,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,43970097,9,ROYAL CADENCE,15.3,0,3.92,0,1.73,-0.189742564,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,47269854,1,BALMY BOB,12.42,0,280,0,32,0.076943869,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,52238343,10,DIDNT I,20.81,0,34,0,5.2,0.018642056,,,
5/01/2024,Melton,R10 2240m Pace M,10,223162565,64521256,11,DANCIN DOLLY,17.31,0,54.92,0,6.4,0.039561772,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,1097690,9,OUTLOOK,10.52,0,6.13,0,,-0.068075103,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,9325403,2,THE THUG,8.64,0,65,0,,0.100356125,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,11781640,10,COLERNE,8.13,0,8.6,1,,0.00672216,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,12502152,4,HAPPY AS,8.32,0,19.15,1,,0.067972987,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,12708941,8,MOONLIGHT CRUISER,95.08,0,275.97,0,,0.006893877,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,24417548,6,BE GOOD BENNY,10.52,1,5.3,1,,-0.093622211,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,36331339,3,MONEY HONEY,7.67,0,9.6,0,,0.02621143,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,45303002,7,JEFFCOATE,5.4,0,5,0,,-0.014814815,,,
5/01/2024,Newcastle,R1 2030m Pace M,1,223162567,46082295,5,CASH EM IN SHANNON,8,0,5.37,0,,-0.061219739,,,
5/01/2024,Newcastle,R2 2030m Pace M,2,223162569,8738608,4,REPARTEE,5.97,1,3.88,1,,-0.090227771,,,
5/01/2024,Newcastle,R2 2030m Pace M,2,223162569,9995647,1,ITS INEVITABLE,41.55,0,180,0,,0.018511833,,,
5/01/2024,Newcastle,R2 2030m Pace M,2,223162569,12635875,10,SKY DIAMOND,14.62,0,10.89,1,,-0.023427912,,,
5/01/2024,Newcastle,R2 2030m Pace M,2,223162569,17647850,5,SULTAN FELLA,28.37,0,78.27,0,,0.022472215,,,
5/01/2024,Newcastle,R2 2030m Pace M,2,223162569,23202296,8,MEGA STAR,10.46,0,9.95,1,,-0.004900218,,,
