Player,Number,Nation,Pos,Age,Minutes,Goals,Assists,Penalty_Goals,Penalty_Shots,Shots,ShotsOnTarget,CardsYellow,CardsRed,FoulsAgainst,FoulsFor,Offsides,Crosses,TacklesWon,Intercepts,OwnGoals,home,away,date,player_team
Daniel Arzani,7,au AUS,AM,26-070,60,0,1,0,0,3,1,0,0,1,2,0,2,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Zinedine Machach,8,fr FRA,"FW,MF",29-069,30,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Jordi Valadon,14,au AUS,DM,22-011,90,0,0,0,0,2,0,0,0,1,0,0,0,3,1,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Ryan Teague,6,au AUS,DM,23-050,90,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Kasey Bos,28,au AUS,LB,20-311,45,0,0,0,0,2,0,0,0,0,2,0,2,1,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Adama Traore,3,ci CIV,"DF,MF",35-040,45,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Roderick Miranda,21,pt POR,CB,33-350,90,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Brendan Hamill,5,au AUS,CB,32-178,90,0,0,0,0,2,1,0,0,3,0,0,1,1,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Joshua Rawlins,22,au AUS,RB,20-326,90,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Mitchell Langerak,1,au AUS,GK,36-205,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Melbourne Victory
Zac Sapsford,7,au AUS,FW,22-211,60,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Marcus Antonsson,9,se SWE,FW,33-311,30,1,1,0,0,3,2,0,0,0,3,0,1,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Brandon Borrello,26,au AUS,FW,29-233,89,1,0,0,0,7,1,0,0,1,0,1,1,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Jarrod Carluccio,17,au AUS,FW,24-035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Bozhidar Kraev,23,bg BUL,LW,27-265,90,1,0,0,0,3,3,1,0,2,3,0,0,1,1,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Aydan Hammond,21,au AUS,RW,21-082,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Nicolas Milanovic,14,au AUS,MF,23-121,45,1,1,0,0,3,1,1,0,0,0,1,0,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Oscar Priestman,18,au AUS,CM,21-355,85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Juan Mata,64,es ESP,"FW,MF",36-321,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Joshua Brillante,25,au AUS,CM,31-355,90,0,0,0,0,1,1,0,0,1,0,0,0,3,2,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Jack Clisby,19,au AUS,LB,33-027,60,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Alex Gersbach,3,au AUS,"DF,MF",27-311,30,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Alex Bonetig,4,au AUS,CB,22-207,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Anthony Pantazopoulos,22,au AUS,CB,21-327,90,0,0,0,0,2,0,0,0,1,1,0,0,2,2,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Gabriel Cleur,2,au AUS,RB,27-043,90,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
Lawrence Thomas,20,au AUS,GK,32-310,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Western Sydney Wanderers,Melbourne Victory,15/03/2025,Western Sydney Wanderers
